Name,Rarity,Class,Type,Global release,Japan release,Global EZA release,Japan EZA release,Global EZA,Japan EZA,HP 55%,ATK 55%,DEF 55%,HP 100%,ATK 100%,DEF 100%,HP 55% EZA,ATK 55% EZA,DEF 55% EZA,HP 100% EZA,ATK 100% EZA,DEF 100% EZA,Categories,ID,Url
Sacred Power of Time Supreme Kai of Time (Power of Time Unleashed),UR,Super,TEQ,2020-01-17,2019-11-21,2022-11-22,2022-11-22,Yes,Yes,12772,10428,7114,15372,13828,10114,16405,13271,8839,19005,16671,11839,"Potara, Realm of Gods, Time Travelers, Dragon Ball Heroes, Crossover, Defenders of Justice",11836,https://dbz-dokkanbattle.fandom.com/wiki/Sacred_Power_of_Time_Supreme_Kai_of_Time_(Power_of_Time_Unleashed)
Saiyan Alliance Tora,UR,Super,INT,2023-03-01,2022-10-31,na,na,No,No,12301,10101,7503,15301,13101,10503,na,na,na,na,na,na,"Low-Class Warrior, Pure Saiyans, Team Bardock, Space-Traveling Warriors, Storied Figures",12567,https://dbz-dokkanbattle.fandom.com/wiki/Saiyan_Alliance_Tora
Saiyan of a New Dimension Super Saiyan Goku,UR,Super,INT,2020-06-08,2020-03-03,na,na,No,No,10538,8135,6119,12338,9935,7919,na,na,na,na,na,na,"Realm of Gods, Pure Saiyans, Goku's Family, Super Saiyans, Kamehameha (Category), Turtle School, Miraculous Awakening, Legendary Existence, Bond of Friendship, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters, Super Heroes, Power of Wishes",11926,https://dbz-dokkanbattle.fandom.com/wiki/Saiyan_of_a_New_Dimension_Super_Saiyan_Goku
Saiyan Strike! Vegeta (Dokkan Butoden),UR,Extreme,AGL,2021-04-02,2021-04-02,2021-04-02,2021-04-02,Yes,Yes,8488,9488,7488,10888,11888,9888,10811,12149,9474,13211,14549,11874,"Pure Saiyans, Dragon Ball Seekers, Vegeta's Family, Terrifying Conquerors, Inhuman Deeds, Space-Traveling Warriors, Gifted Warriors, Planetary Destruction, Accelerated Battle, Battle of Fate, Saiyan Saga",12150,https://dbz-dokkanbattle.fandom.com/wiki/Saiyan_Strike!_Vegeta_(Dokkan_Butoden)
Saiyan's Last Stand Bardock,UR,Super,AGL,2017-10-06,2017-05-26,na,2023-02-17,No,Yes,11830,9873,6516,14430,12873,9916,14684,12159,7827,17284,15159,11227,"Low-Class Warrior, Pure Saiyans, Goku's Family, Team Bardock, All-Out Struggle, Space-Traveling Warriors, Storied Figures, Entrusted Will, Bond of Parent and Child",11115,https://dbz-dokkanbattle.fandom.com/wiki/Saiyan%27s_Last_Stand_Bardock
Saiyans' Limitless Potential Vegeta,UR,Extreme,INT,2020-02-17,2019-10-21,na,na,No,No,12425,11350,7350,15425,14350,10350,na,na,na,na,na,na,"Planet Namek Saga, Pure Saiyans, Dragon Ball Seekers, Vegeta's Family, Inhuman Deeds, Gifted Warriors, Planetary Destruction",11499,https://dbz-dokkanbattle.fandom.com/wiki/Saiyans%27_Limitless_Potential_Vegeta
Savage and Sly Majin Buu (Kid) (Babidi),UR,Extreme,INT,2019-08-13,2019-06-21,2021-11-25,2021-11-25,Yes,Yes,11577,9583,6901,14577,12583,9901,14807,12141,8554,17807,15141,11554,"Transformation Boost, Artificial Life Forms, Dragon Ball Heroes, Majin Power, Power Absorption, Crossover",11678,https://dbz-dokkanbattle.fandom.com/wiki/Savage_and_Sly_Majin_Buu_(Kid)_(Babidi)
Scorching Duel Nuova Shenron,UR,Extreme,TEQ,2017-12-21,2017-02-20,2020-02-03,2019-07-30,Yes,Yes,10019,10742,6786,12619,14142,9786,12348,13281,8176,14948,16681,11176,"Shadow Dragon Saga, GT Bosses, Accelerated Battle",1991,https://dbz-dokkanbattle.fandom.com/wiki/Scorching_Duel_Nuova_Shenron
Searching for a Sweetheart Bulma (Youth),UR,Super,PHY,2017-12-04,2017-03-23,2022-01-10,2021-08-12,Yes,Yes,9348,8980,5851,12748,11980,8451,11678,11193,7072,15078,14193,9672,"Peppy Gals, Dragon Ball Seekers, Youth, DB Saga, Earthlings, Earth-Bred Fighters",11033,https://dbz-dokkanbattle.fandom.com/wiki/Searching_for_a_Sweetheart_Bulma_(Youth)
Secret Behind the Sneezes Launch,UR,Super,PHY,2020-10-13,2020-08-13,na,2023-08-17,No,Yes,9364,10828,6630,12764,13828,9230,11848,13805,8192,15248,16805,10792,"Peppy Gals, Transformation Boost, DB Saga, Earthlings, Earth-Bred Fighters",11625,https://dbz-dokkanbattle.fandom.com/wiki/Secret_Behind_the_Sneezes_Launch
Secret Technique for Victory Tien,UR,Extreme,INT,2019-12-06,2019-07-26,na,na,No,No,8410,9426,5438,10210,11226,7238,na,na,na,na,na,na,"World Tournament, DB Saga, Bond of Master and Disciple, Earthlings, Bond of Friendship, Earth-Bred Fighters",11744,https://dbz-dokkanbattle.fandom.com/wiki/Secret_Technique_for_Victory_Tien
Secretary Active in the Dark Robelu,UR,Extreme,PHY,2022-11-22,2022-11-22,na,na,No,No,11102,11221,6958,14502,14221,9558,na,na,na,na,na,na,"Peppy Gals, Time Travelers, Dragon Ball Heroes, Crossover",12536,https://dbz-dokkanbattle.fandom.com/wiki/Secretary_Active_in_the_Dark_Robelu
Self-Proclaimed Super Elite Jaco,UR,Super,AGL,2022-11-04,2022-05-31,na,na,No,No,11993,9813,8017,14593,12813,11417,na,na,na,na,na,na,"Movie Heroes, Special Pose, Space-Traveling Warriors, Defenders of Justice",1913,https://dbz-dokkanbattle.fandom.com/wiki/Self-Proclaimed_Super_Elite_Jaco
Shattering Strike Super Saiyan 2 Goku,UR,Super,PHY,2017-01-11,2016-09-08,2020-05-29,2020-01-21,Yes,Yes,10899,9433,6921,14299,12433,9521,13550,11896,8039,16950,14896,10639,"Majin Buu Saga, Pure Saiyans, Goku's Family, Kamehameha (Category), Super Saiyan 2, Turtle School, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",1858,https://dbz-dokkanbattle.fandom.com/wiki/Shattering_Strike_Super_Saiyan_2_Goku
Shocking Absorption Ability Buu (Super),UR,Extreme,STR,2019-01-16,2018-10-04,2023-07-12,2023-02-03,Yes,Yes,14840,12936,6785,17840,16336,9385,19171,16625,8399,22171,20025,10999,"Majin Buu Saga, Transformation Boost, Artificial Life Forms, Kamehameha (Category), Final Trump Card, Majin Power, Power Absorption, Heavenly Events, Time Limit, Sworn Enemies, Worldwide Chaos",11505,https://dbz-dokkanbattle.fandom.com/wiki/Shocking_Absorption_Ability_Buu_(Super)
Shocking Contact Android 18,UR,Extreme,STR,2019-08-20,2019-07-11,2022-01-01,2021-07-30,Yes,Yes,10966,9072,5514,12766,11112,7074,14259,11728,6969,16059,13768,8529,"Peppy Gals, Androids, Siblings' Bond, Androids-Cell Saga, Target: Goku, Battle of Wits",11768,https://dbz-dokkanbattle.fandom.com/wiki/Shocking_Contact_Android_18
Shopping with Dad Bulla,UR,Super,TEQ,2019-04-17,2019-01-16,2022-10-17,2022-08-12,Yes,Yes,8869,9651,5994,11469,13051,8994,11197,12243,7347,13797,15643,10347,"Peppy Gals, Hybrid Saiyans, Vegeta's Family, Youth, Siblings' Bond, GT Heroes, Bond of Parent and Child, Earth-Bred Fighters",11446,https://dbz-dokkanbattle.fandom.com/wiki/Shopping_with_Dad_Bulla
Showdown for the World's Strongest Goku,UR,Super,TEQ,2023-04-28,2023-04-28,na,na,No,No,14900,11980,10950,17500,15380,13950,na,na,na,na,na,na,"World Tournament, Low-Class Warrior, Pure Saiyans, Full Power, Goku's Family, Kamehameha (Category), Turtle School, Powerful Comeback, Bond of Friendship, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters",12653,https://dbz-dokkanbattle.fandom.com/wiki/Showdown_for_the_World%27s_Strongest_Goku
Sibling Reunion Tarble,UR,Super,AGL,2020-10-05,2020-04-24,2022-08-15,2022-04-14,Yes,Yes,10022,8479,5947,11582,10279,7987,12998,10934,7548,14558,12734,9588,"Pure Saiyans, Vegeta's Family, Siblings' Bond, Space-Traveling Warriors",11985,https://dbz-dokkanbattle.fandom.com/wiki/Sibling_Reunion_Tarble
Silent Executioner Majin Buu (Pure Evil),UR,Extreme,STR,2017-12-21,2017-02-20,2020-02-03,2019-07-30,Yes,Yes,10211,10703,6738,13211,14103,9338,12595,13230,8114,15595,16630,10714,"Majin Buu Saga, Transformation Boost, Artificial Life Forms, Kamehameha (Category), Majin Power, Power Absorption, Sworn Enemies, Worldwide Chaos",1990,https://dbz-dokkanbattle.fandom.com/wiki/Silent_Executioner_Majin_Buu_(Pure_Evil)
Single-Minded Offense Super Saiyan Vegeta,UR,Super,AGL,2022-04-27,2022-04-27,na,na,No,No,11582,11046,6682,14182,14046,10082,na,na,na,na,na,na,"Pure Saiyans, Vegeta's Family, Super Saiyans, Worthy Rivals, Androids-Cell Saga, Gifted Warriors, Mastered Evolution, Bond of Parent and Child",12432,https://dbz-dokkanbattle.fandom.com/wiki/Single-Minded_Offense_Super_Saiyan_Vegeta
Soaring Heart Videl,UR,Super,INT,2019-03-05,2018-11-15,2022-01-10,2021-08-12,Yes,Yes,9130,8893,6069,12130,11893,9069,11535,11218,7441,14535,14218,10441,"Peppy Gals, Majin Buu Saga, Earthlings, Defenders of Justice, Bond of Parent and Child, Earth-Bred Fighters",11414,https://dbz-dokkanbattle.fandom.com/wiki/Soaring_Heart_Videl
Soaring New Generation Super Saiyan Gohan (Youth),UR,Super,INT,2016-07-26,2016-03-15,2020-03-10,2019-11-07,Yes,Yes,10753,9790,5636,13753,12790,8636,13343,12076,6511,16343,15076,9511,"Hybrid Saiyans, Goku's Family, Youth, Super Saiyans, Androids-Cell Saga, Kamehameha (Category), Bond of Master and Disciple, Rapid Growth, Heavenly Events, Mastered Evolution, Entrusted Will, Bond of Parent and Child, Earth-Bred Fighters",1539,https://dbz-dokkanbattle.fandom.com/wiki/Soaring_New_Generation_Super_Saiyan_Gohan_(Youth)
Sorcery That Manipulates Evil Minds Babidi,UR,Extreme,INT,2023-07-07,2023-01-29,na,na,No,No,12562,8519,8097,15562,11519,11097,na,na,na,na,na,na,"Majin Buu Saga, Terrifying Conquerors, Inhuman Deeds",12638,https://dbz-dokkanbattle.fandom.com/wiki/Sorcery_That_Manipulates_Evil_Minds_Babidi
Space-Time Adventurer Tekka,UR,Super,PHY,2022-02-08,2021-12-16,2022-02-22,2021-12-28,Yes,Yes,9427,8160,4757,11467,9960,6317,12394,10670,6032,14434,12470,7592,"Dragon Ball Seekers, Youth, Kamehameha (Category), Earthlings, Crossover, Earth-Bred Fighters",12369,https://dbz-dokkanbattle.fandom.com/wiki/Space-Time_Adventurer_Tekka
Split Into Good and Evil Majin Buu (Good)/Majin Buu (Pure Evil),UR,Extreme,TEQ,2020-11-06,2020-04-24,na,na,No,No,14000,13540,9450,16600,16940,12450,na,na,na,na,na,na,"Resurrected Warriors, Majin Buu Saga, Transformation Boost, Time Travelers, Artificial Life Forms, Kamehameha (Category), Majin Power, Power Absorption, Gifted Warriors, Storied Figures, Heavenly Events, Legendary Existence, Sworn Enemies, Bond of Friendship",11959,https://dbz-dokkanbattle.fandom.com/wiki/Split_Into_Good_and_Evil_Majin_Buu_(Good)/Majin_Buu_(Pure_Evil)
Stamina to Attack Evil Pan (GT),UR,Super,TEQ,2022-10-04,2022-07-29,na,na,No,No,16960,11300,10020,19560,14700,13020,na,na,na,na,na,na,"Hybrid Saiyans, Dragon Ball Seekers, Goku's Family, Youth, Kamehameha (Category), Space-Traveling Warriors, GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",12499,https://dbz-dokkanbattle.fandom.com/wiki/Stamina_to_Attack_Evil_Pan_(GT)
Steely Hatred Metal Cooler,UR,Extreme,INT,2017-12-21,2017-02-20,2020-02-03,2019-07-30,Yes,Yes,10402,10665,6690,13402,13665,9690,12842,13181,8052,15842,16181,11052,"Resurrected Warriors, Movie Bosses, Wicked Bloodline, Artificial Life Forms, Terrifying Conquerors, Target: Goku, Revenge, Corroded Body and Mind, Accelerated Battle",1993,https://dbz-dokkanbattle.fandom.com/wiki/Steely_Hatred_Metal_Cooler
Storied Strength Grandpa Gohan,UR,Super,STR,2023-01-16,2022-08-12,2023-01-16,2022-08-12,Yes,Yes,10807,9185,5924,12607,11225,7484,14047,11878,7517,15847,13918,9077,"Goku's Family, DB Saga, Bond of Master and Disciple, Otherworld Warriors, Earthlings, Turtle School, Time Limit, Bond of Parent and Child, Earth-Bred Fighters",12409,https://dbz-dokkanbattle.fandom.com/wiki/Storied_Strength_Grandpa_Gohan
Storm of Terror Frieza (2nd Form),UR,Extreme,PHY,2019-10-03,2019-05-31,2019-10-03,2019-05-31,Yes,Yes,7317,8387,4831,9717,10787,7231,9245,10676,5921,11645,13076,8321,"Transformation Boost, Planet Namek Saga, Wicked Bloodline, Terrifying Conquerors, Inhuman Deeds, Space-Traveling Warriors, Gifted Warriors, Planetary Destruction, Sworn Enemies, Accelerated Battle",11716,https://dbz-dokkanbattle.fandom.com/wiki/Storm_of_Terror_Frieza_(2nd_Form)
Strategy to Defeat the Emperor Krillin/Vegeta,UR,Super,INT,2021-09-09,2021-09-09,2021-09-23,2021-09-23,Yes,Yes,8102,9123,4901,9902,10923,6701,10430,11796,6149,12230,13596,7949,"Planet Namek Saga, Dragon Ball Seekers, Earthlings, Rapid Growth, Battle of Wits, Turtle School, Bond of Friendship, Earth-Bred Fighters",12288,https://dbz-dokkanbattle.fandom.com/wiki/Strategy_to_Defeat_the_Emperor_Krillin/Vegeta
Strength Beyond Gods Super Saiyan God SS Vegito,UR,Super,TEQ,2018-04-19,2017-12-28,2022-12-05,2022-07-07,Yes,Yes,14495,13708,6743,17095,17108,9743,17793,16799,7995,20393,20199,10995,"Realm of Gods, Potara, Future Saga, Time Travelers, Kamehameha (Category), Final Trump Card, Battle of Wits, Time Limit, Accelerated Battle, Battle of Fate, Power Beyond Super Saiyan, Fused Fighters, Super Heroes",11274,https://dbz-dokkanbattle.fandom.com/wiki/Strength_Beyond_Gods_Super_Saiyan_God_SS_Vegito
Strength Concentrated on the Fists Krillin & Gohan (Youth),UR,Super,TEQ,2022-09-15,2022-09-15,na,na,No,No,10761,11128,6990,13361,14528,9990,na,na,na,na,na,na,"Joined Forces, Movie Heroes, Battle of Wits, Earth-Bred Fighters",12497,https://dbz-dokkanbattle.fandom.com/wiki/Strength_Concentrated_on_the_Fists_Krillin_%26_Gohan_(Youth)
Strength to Overcome Adversity Super Saiyan Gohan (Future),UR,Super,INT,na,2023-06-23,na,na,No,No,10619,9968,6159,12419,11768,7959,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Goku's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, All-Out Struggle, Connected Hope, Bond of Parent and Child, Earth-Bred Fighters",12684,https://dbz-dokkanbattle.fandom.com/wiki/Strength_to_Overcome_Adversity_Super_Saiyan_Gohan_(Future)
Strike for Destiny Super Saiyan Gohan (Teen),UR,Super,PHY,2019-05-08,2019-07-01,na,na,No,No,10440,10318,6655,13840,13318,9255,na,na,na,na,na,na,"Hybrid Saiyans, Majin Buu Saga, Movie Heroes, Goku's Family, Siblings' Bond, Super Saiyans, Defenders of Justice, Bond of Parent and Child, Earth-Bred Fighters",11690,https://dbz-dokkanbattle.fandom.com/wiki/Strike_for_Destiny_Super_Saiyan_Gohan_(Teen)
Strike From on High Dabura,UR,Extreme,INT,2017-10-30,2017-08-10,2023-02-08,2022-10-11,Yes,Yes,11232,8744,5915,13032,10544,7715,14615,11288,7506,16415,13088,9306,"Majin Buu Saga, Siblings' Bond, Terrifying Conquerors, Corroded Body and Mind",11098,https://dbz-dokkanbattle.fandom.com/wiki/Strike_From_on_High_Dabura
Strike of Gratitude and Respect Super Saiyan Goku,UR,Super,AGL,2017-07-28,2017-07-28,na,na,No,No,10221,9258,5777,11781,11058,7817,na,na,na,na,na,na,"Majin Buu Saga, Pure Saiyans, Goku's Family, Super Saiyans, Final Trump Card, Connected Hope, Turtle School, Bond of Friendship, Accelerated Battle, Battle of Fate, Bond of Parent and Child, Earth-Bred Fighters, Power of Wishes",11144,https://dbz-dokkanbattle.fandom.com/wiki/Strike_of_Gratitude_and_Respect_Super_Saiyan_Goku
Striking in Harmony Super Saiyan 2 Gohan (Youth),UR,Super,STR,2017-06-07,2016-12-01,2019-09-17,2019-09-17,Yes,Yes,10745,10610,6025,13745,14010,8625,13518,13340,7301,16518,16740,9901,"Hybrid Saiyans, Full Power, Goku's Family, Youth, Androids-Cell Saga, Kamehameha (Category), Bond of Master and Disciple, Super Saiyan 2, Exploding Rage, All-Out Struggle, Miraculous Awakening, Entrusted Will, Battle of Fate, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",1950,https://dbz-dokkanbattle.fandom.com/wiki/Striking_in_Harmony_Super_Saiyan_2_Gohan_(Youth)
Struggle Beyond All Expectations Super Saiyan Goten (Kid),UR,Super,AGL,2017-10-21,2017-06-13,2021-06-01,2021-03-04,Yes,Yes,11021,9764,6944,13621,12764,10344,14064,12383,8611,16664,15383,12011,"Hybrid Saiyans, Majin Buu Saga, Movie Heroes, Goku's Family, Youth, Siblings' Bond, Super Saiyans, Kamehameha (Category), Gifted Warriors, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",1566,https://dbz-dokkanbattle.fandom.com/wiki/Struggle_Beyond_All_Expectations_Super_Saiyan_Goten_(Kid)
Stunning Power Super Saiyan 2 Vegeta,UR,Super,STR,2017-03-03,2016-10-13,2021-11-11,2021-07-07,Yes,Yes,10570,9478,6493,13570,12878,9093,13106,11673,7574,16106,15073,10174,"Pure Saiyans, Vegeta's Family, Worthy Rivals, Super Saiyan 2, Gifted Warriors, Mastered Evolution, Power Beyond Super Saiyan, Bond of Parent and Child",1855,https://dbz-dokkanbattle.fandom.com/wiki/Stunning_Power_Super_Saiyan_2_Vegeta
Super Ghost Prank Super Saiyan Gotenks & Ghost,UR,Super,INT,2019-10-21,2019-10-21,2020-10-22,2020-10-22,Yes,Yes,8786,9355,4795,10586,11155,6595,11345,12105,6008,13145,13905,7808,"Fusion, Hybrid Saiyans, Joined Forces, Youth, Super Saiyans, Special Pose, Gifted Warriors, Time Limit, Fused Fighters, Earth-Bred Fighters",11841,https://dbz-dokkanbattle.fandom.com/wiki/Super_Ghost_Prank_Super_Saiyan_Gotenks_%26_Ghost
Super Power Behind the Mask Mighty Mask,UR,Super,TEQ,2022-04-21,2022-01-06,2022-04-21,2022-01-06,Yes,Yes,11938,9221,5688,13498,11261,7488,15560,11926,7202,17120,13966,9002,"World Tournament, Majin Buu Saga, Earth-Bred Fighters",12391,https://dbz-dokkanbattle.fandom.com/wiki/Super_Power_Behind_the_Mask_Mighty_Mask
Super Power Counterattack Super Saiyan Trunks (Teen),UR,Super,TEQ,na,2023-07-31,na,na,No,No,11450,15998,6903,14050,19398,9903,na,na,na,na,na,na,"Hybrid Saiyans, Future Saga, Full Power, Transformation Boost, Time Travelers, Vegeta's Family, Super Saiyans, Androids-Cell Saga, Bond of Master and Disciple, Rapid Growth, Saviors, Connected Hope, Heavenly Events, Mastered Evolution, Entrusted Will, Power Beyond Super Saiyan, Earth-Bred Fighters",12700,https://dbz-dokkanbattle.fandom.com/wiki/Super_Power_Counterattack_Super_Saiyan_Trunks_(Teen)
Super Warrior of Destruction Legendary Super Saiyan Broly,UR,Extreme,STR,2016-02-06,2015-09-01,2018-04-13,2017-12-26,Yes,Yes,12643,12043,7332,16843,16803,10972,15585,14787,8569,19785,19547,12209,"Movie Bosses, Pure Saiyans, Full Power, Target: Goku, Exploding Rage, Inhuman Deeds, Planetary Destruction, Legendary Existence, Power Beyond Super Saiyan",1380,https://dbz-dokkanbattle.fandom.com/wiki/Super_Warrior_of_Destruction_Legendary_Super_Saiyan_Broly
Superheated Super Power Super Saiyan Goku,UR,Super,PHY,2017-12-21,2017-02-20,2020-02-03,2019-07-30,Yes,Yes,11837,10129,6642,15237,13129,9242,14694,12504,7990,18094,15504,10590,"Pure Saiyans, Movie Heroes, Goku's Family, Super Saiyans, Turtle School, Powerful Comeback, Bond of Friendship, Accelerated Battle, Bond of Parent and Child, Earth-Bred Fighters",1992,https://dbz-dokkanbattle.fandom.com/wiki/Superheated_Super_Power_Super_Saiyan_Goku
Surpassing All Perfect Cell,UR,Extreme,TEQ,2016-03-11,2015-11-01,2018-12-20,2018-06-07,Yes,Yes,12592,11232,8834,16232,15992,13034,15389,13807,10243,19029,18567,14443,"Resurrected Warriors, Full Power, Androids, Transformation Boost, Time Travelers, Artificial Life Forms, Androids-Cell Saga, Kamehameha (Category), Revenge, Miraculous Awakening, Planetary Destruction, Sworn Enemies, Accelerated Battle, Worldwide Chaos, Battle of Fate",1465,https://dbz-dokkanbattle.fandom.com/wiki/Surpassing_All_Perfect_Cell
Surpassing the Limits Super Saiyan 2 Goku,UR,Super,TEQ,2017-07-07,2017-01-29,na,na,No,No,8890,8249,5313,10450,10289,7113,na,na,na,na,na,na,"Pure Saiyans, Goku's Family, Kamehameha (Category), Super Saiyan 2, Turtle School, Mastered Evolution, Bond of Friendship, Accelerated Battle, Power Beyond Super Saiyan, Bond of Parent and Child, Earth-Bred Fighters",1988,https://dbz-dokkanbattle.fandom.com/wiki/Surpassing_the_Limits_Super_Saiyan_2_Goku
Swelling Power of Evil Super Saiyan Cumber (Giant Ape Cumber),UR,Extreme,PHY,2020-01-17,2019-11-21,2022-11-22,2022-11-22,Yes,Yes,9536,11973,6801,12936,14973,9401,12078,15337,8421,15478,18337,11021,"Giant Form, Pure Saiyans, Time Travelers, Super Saiyans, Dragon Ball Heroes, Giant Ape Power, Crossover",11846,https://dbz-dokkanbattle.fandom.com/wiki/Swelling_Power_of_Evil_Super_Saiyan_Cumber_(Giant_Ape_Cumber)
Swirling Ambition Turles (Giant Ape),UR,Extreme,AGL,2018-08-13,2018-03-31,na,2023-05-31,No,Yes,11848,9727,6577,14448,12727,9977,14912,12131,8001,17512,15131,11401,"Low-Class Warrior, Giant Form, Movie Bosses, Pure Saiyans, Terrifying Conquerors, Giant Ape Power, Space-Traveling Warriors, Planetary Destruction",11368,https://dbz-dokkanbattle.fandom.com/wiki/Swirling_Ambition_Turles_(Giant_Ape)
Swirling Dark Magic Darkness Towa,UR,Extreme,AGL,2019-08-13,2019-06-21,2021-11-25,2021-11-25,Yes,Yes,12091,10263,7398,14691,13263,10798,15495,13050,9218,18095,16050,12618,"Peppy Gals, Time Travelers, Resurrected Warriors, Siblings' Bond, Dragon Ball Heroes, Revenge, Battle of Wits, Crossover",11676,https://dbz-dokkanbattle.fandom.com/wiki/Swirling_Dark_Magic_Darkness_Towa
Sworn Friends Trunks (GT) & Goten (GT),UR,Super,AGL,2021-04-28,2021-04-28,na,na,No,No,11989,9688,8168,14589,12688,11568,na,na,na,na,na,na,"Hybrid Saiyans, Joined Forces, Siblings' Bond, GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",12202,https://dbz-dokkanbattle.fandom.com/wiki/Sworn_Friends_Trunks_(GT)_%26_Goten_(GT)
Taijoro's Wrath Annin (Giant Form),UR,Super,INT,2022-07-01,2022-04-08,na,na,No,No,8594,8748,5031,10394,10548,6831,na,na,na,na,na,na,"Peppy Gals, Realm of Gods, Giant Form",12417,https://dbz-dokkanbattle.fandom.com/wiki/Taijoro%27s_Wrath_Annin_(Giant_Form)
Talent's in the Blood Pan (GT),UR,Super,PHY,2017-07-07,2017-01-31,na,na,No,No,11897,9599,6910,15297,12599,9510,na,na,na,na,na,na,"Hybrid Saiyans, Shadow Dragon Saga, Goku's Family, Youth, Kamehameha (Category), GT Heroes, Bond of Friendship, Bond of Parent and Child, Earth-Bred Fighters",11000,https://dbz-dokkanbattle.fandom.com/wiki/Talent%27s_in_the_Blood_Pan_(GT)
